rating,votes,isbn,author,series,page_count,publisher,reviews,setting,awards,year,genre,title
3.82,"226,275",0743297334,Ernest Hemingway,,,Scribner,"7,153",,,1926,Classics,The Sun Also Rises
3.87,"141,008",0802130208,John Kennedy Toole,,,Grove Press,"9,501",,,May 1st 1980,Fiction,A Confederacy of Dunces
3.70,"1,017,703",1612130291,E.L. James,Fifty Shades,,Vintage,"66,795","Seattle, Washington","All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012), Goodreads Choice Nominee for Best Romance (2nd) (2011)",,Romance,Fifty Shades of Grey
3.80,"213,957",0671021001,Wally Lamb,,,Pocket,"7,938",,,August 1992,Fiction,She's Come Undone
4.34,"91,769",0340606517,Thomas Keneally,,,Sceptre,"1,087",,,1982,History,Schindler's Ark
3.79,"275,408",0545123267,Maggie Stiefvater,The Wolves of Mercy Falls,,Scholastic Press,"17,006","Mercy Falls, Minnesota","Georgia Peach Book Award (2011), An ALA/YALSA Quick Pick for Reluctant Young Adult Readers (2010), Pennsylvania Young Readers' Choice Award Nominee (2011), YALSA Teens' Top Ten (2010), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2010)",,Young Adult,Shiver
3.71,"186,343",1400033411,Toni Morrison,,,Vintage,"5,503",Pulitzer Prize for Fiction (1988),,August 12th 1987,Fiction,Beloved
4.23,"81,245",0440238609,Philip Pullman,,,Laurel Leaf,"3,957",Literaturpreis der Jury der jungen Leser for Kinderbuch (2002),,2000,Fiction,His Dark Materials
4.30,"298,640",0141382899,Rick Riordan,,,Puffin Books,"10,361",Cooperative Children’s Book Center (CCBC) Awards for Choice Award (2007),,January 1st 2007,Action,The Titan's Curse
3.81,"354,920",0452287022,Tracy Chevalier,,233,Plume/Penguin,"6,398",,,1999,Historical Fiction,Girl with a Pearl Earring
4.05,"126,739",,Stephenie Meyer,,,,"8,694",,,,Young Adult,Midnight Sun (Partial Draft)
3.50,"182,670",0142437336,Arthur Miller,,,Penguin Classics,"3,786",,,1953,Classics,The Crucible
4.19,"149,819",0142437018,Frances Hodgson Burnett,,,Penguin Classics,"3,612",,,1905,Classics,A Little Princess
4.15,"90,044",0525457585,Michael Ende,,,Dutton Children's Books,"2,752",,,1979,Classics,Die unendliche Geschichte
4.41,"124,705",0553256696,Corrie ten Boom,,,Bantam,"6,092",,,January 1st 1971,History,The Hiding Place
3.78,"289,879",0312360266,P.C. Cast,House of Night,306,St. Martin's Griffin,"11,205",United States,Romantic Times Reviewers' Choice Award (RT Award) for Young Adult (2007),January 1st 2007,Young Adult,Marked
4.18,"202,021",0140285601,Kurt Vonnegut,,,Penguin,"5,608",,,1963,Fiction,Cat's Cradle
4.09,"282,650",0739461192,John Grogan,,,William Morrow; 1ST edition,"12,062",,,2005,Non Fiction,Marley & Me: Life and Love with the World's Worst Dog
3.87,"333,250",0689865384,Scott Westerfeld,,,Simon Pulse,"17,447",Golden Duck Award for Hal Clement Award for Young Adult (2006),,2005,Young Adult,Uglies
4.06,"339,330",1595141715,Jay Asher,,,Razorbill,"25,771",South Carolina Book Award for Young Adult Book Award (2010),,2007,Young Adult,Thirteen Reasons Why
4.27,"145,377",0380002558,Margery Williams,,,Avon,"1,972",,,1922,Kids,The Velveteen Rabbit
3.89,"138,793",0679457313,Arundhati Roy,,,Random House (NY),"6,664",,,1997,Fiction,The God of Small Things
4.53,"357,002",055357342X,George R.R. Martin,,,Bantam,"15,866",Hugo Award Nominee for Best Novel (2001),,August 8th 2000,Fantasy,A Storm of Swords
4.18,"163,758",0062023179,C.S. Lewis,,272,HarperOne,"6,553",,,1942,Religion,The Screwtape Letters
4.33,"224,186",0060513063,Shel Silverstein,,,HarperCollins Publishers,"1,816",,,1981,Poetry,A Light in the Attic
4.21,"2,530",0307346668,Ki Longfellow,,,Crown,317,,,2005,Historical Fiction,The Secret Magdalene
4.16,"464,037",0140449264,Alexandre Dumas,,1276,Penguin Classics,"12,098",,,1844,Classics,Le Comte de Monte-Cristo
4.32,"104,862",080701429X,Viktor E. Frankl,,,Beacon Press (Boston),"5,820",,,1946,Non Fiction,Trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager
4.08,"171,995",0679785892,Hunter S. Thompson,,204,Vintage Books,"3,903",,,1971,Fiction,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream
3.68,"308,285",0964729237,Wm. Paul Young,,,Windblown Media,"24,046",,,May 1st 2007,Fiction,The Shack: Where Tragedy Confronts Eternity
3.95,"266,501",0590920685,Gail Carson Levine,,,Scholastic Books,"6,799",Newbery Honor (1998),,,Fantasy,Ella Enchanted
4.18,"110,675",0965341984,Haruki Murakami,,,Knopf,"7,753",Yomiuri Prize for Fiction (1995),,1994,Magical Realism,"ねじまき鳥クロニクル, Nejimakidori kuronikuru"
3.85,"103,467",0679732241,William Faulkner,,351,Vintage International,"4,062",,,1929,Classics,The Sound and the Fury
4.14,"208,930",0060987561,Wally Lamb,,,ReganBooks,"6,599",,,January 1st 1998,Fiction,I Know This Much Is True
4.40,"95,635",0440174643,Alex Haley,,,Dell Publishing Company,"1,960",,,January 1st 1976,Fiction,Roots
3.97,"114,986",0060809248,Gaston Leroux,,,Harper Perennial,"3,208",,,1910,Classics,Le Fantôme de l'Opéra
4.07,"289,111",0099446782,Thomas Harris,,,Arrow,"2,465",Bram Stoker Award for Best Novel (1988),,1988,Horror,The Silence of the Lambs
3.81,"115,873",0618391118,J.R.R. Tolkien,,,Houghton Mifflin Harcourt,"4,118",Locus Award for Best Fantasy Novel (1978),,1977,Fantasy,The Silmarillion
4.52,"114,120",0545265355,Suzanne Collins,,,Scholastic Press,"5,604",,,January 1st 2010,Fiction,The Hunger Games trilogy
3.98,"104,204",0099428644,Franz Kafka,,,Vintage Classics,"2,830",,,1925,Fiction,Der Prozess
3.87,"490,508",030734813X,Michael Crichton,,,,"4,934",Books I Loved Best Yearly (BILBY) Awards for Secondary (1996),,1990,Fiction,Jurassic Park
3.77,"195,693",0440439884,Scott O'Dell,,,Yearling Books,"5,296",Newbery Medal (1961),,1960,Young Adult,Island of the Blue Dolphins
4.03,"92,621",0156007754,José Saramago,,,Mariner Books,"7,692",,,1995,Science Fiction,Ensaio sobre a Cegueira
4.27,"98,876",0380813815,Christopher Moore,,444,HarperCollins,"8,892",YALSA Best Books for Young Adults (Top Ten) (2003),,2002,Humor,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
4.07,"69,193",0441627404,T.H. White,,,Ace,"2,444",,,1958,Fantasy,The Once and Future King
3.87,"177,773",0441788386,Robert A. Heinlein,,,Ace Trade,"4,632",,,1961,Science Fiction,Stranger in a Strange Land
3.89,"196,843",0316182540,Janet Fitch,,,"Little, Brown and Company","4,698",,,January 1st 1999,Fiction,White Oleander
4.01,"37,311",0147712556,Homer,,1556,Penguin Classics,387,,,-800,Classics,Ἰλιάς/Ὀδύσσεια
3.93,"156,670",0684803356,Ernest Hemingway,,,Scribner,"3,336",,,1940,Classics,For Whom the Bell Tolls
4.10,"320,457",0385340990,Mary Ann Shaffer,,,The Dial Press,"34,309",Times Paperback of the Year,,2004,Historical Fiction,The Guernsey Literary and Potato Peel Pie Society
3.74,"167,893",0751537284,Elizabeth Kostova,,,Time Warner Books,"12,283",,,April 1st 2003,Fantasy,The Historian
3.86,"201,129",0743477553,William Shakespeare,,,Simon & Schuster,"2,779",,,1603,Classics,"The Tragedy of Othello, The Moor of Venice"
4.11,"105,520",0425200450,Agatha Christie,,,Berkley,"4,353",,,1934,Mystery,Murder on the Orient Express
4.80,"24,060",0740748475,Bill Watterson,,,Andrews McMeel Publishing,663,,,,Sequential Art,The Complete Calvin and Hobbes
4.17,"105,149",0553383809,Isabel Allende,,,Dial Press Trade Paperback,"3,611",,,1982,Fiction,La casa de los espíritus
4.16,"246,208",1442403543,Cassandra Clare,,424,"Simon & Schuster Children's, Margaret K. McElderry Books","14,024","New York City, New York",,January 1st 2011,Young Adult,City of Fallen Angels
4.02,"121,454",0345476883,Anne Rice,,,Ballantine Books,"2,466",Locus Award Nominee for Best Fantasy Novel (1986),,1985,Horror,The Vampire Lestat
3.88,"112,978",074348276X,William Shakespeare,,,Simon & Schuster,"2,051",,,1605,Classics,King Lear
4.05,"192,438",0385751060,John Boyne,,,David Fickling Books,"12,520",,,2006,Historical Fiction,The Boy in the Striped Pyjamas
4.02,"359,328",0385737947,James Dashner,,374,Delacorte Press,"34,352",Georgia Peach Book Award (2012),,January 1st 2009,Science Fiction,The Maze Runner
3.93,"178,402",0743298020,Diane Setterfield,,,Atria Books,"16,183",,,January 1st 2006,Fiction,The Thirteenth Tale
4.13,"49,945",1416523715,Walt Whitman,,,Simon & Schuster,"1,209",,,1855,Classics,Leaves of Grass
4.31,"106,723",0751514624,Stephen King,,,Warner Books,"2,291",,,August 29th 1981,Fiction,Different Seasons
3.96,"209,912",0375814248,Roald Dahl,,160,Alfred A. Knopf,"3,623",,,1961,Childrens,James and the Giant Peach
4.35,"329,009",142311339X,Rick Riordan,,,Hyperion Books for Children,"11,993",West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2011),,April 3rd 2010,Childrens,The Lost Hero
3.78,"80,735",0140424393,John Milton,,,Penguin Classics,"1,903",,,1667,Classics,Paradise Lost
3.78,"115,671",1840224029,Harriet Beecher Stowe,,,Wordsworth Classics,"4,300",,,1852,Fiction,"Uncle Tom's Cabin, or Life Among the Lowly"
3.90,"457,445",0385486804,Jon Krakauer,,,Anchor,"13,031",,,January 1st 1996,Non Fiction,Into the Wild
4.58,"146,838",1406321346,Cassandra Clare,,,Walker Books Ltd,"16,093",,,January 1st 2013,Fantasy,Clockwork Princess
3.75,"121,901",0486266893,Voltaire,,,Dover Publications,"3,801",,,1759,Classics,"Candide, ou l'Optimisme"
3.80,"92,342",0679732764,Ralph Ellison,,,Vintage,"2,867",,,January 1st 1952,Classics,Invisible Man
4.07,"106,104",0786226749,John Irving,,973,Thorndike Press,"2,521",,,1985,Literary Fiction,The Cider House Rules
4.29,"76,630",1250057833,James Herriot,,,St. Martin's Griffin,"2,008",,,1972,Non Fiction,All Creatures Great and Small
4.17,"386,409",030726999X,Stieg Larsson,,,Knopf,"23,977",Glass Key Award (2008),,2007,Fiction,Luftslottet som sprängdes
4.48,"194,785",1416975888,Cassandra Clare,,502,"Simon & Schuster, Margaret K. McElderry","12,419","London, England","Teen Buckeye Book Award Nominee (2012), Children's Choice Book Award Nominee for Teen Choice Book of the Year (2012)",,Fantasy,Clockwork Prince
4.11,"119,825",0767902890,Tim O'Brien,,,Broadway,"7,622",,,1990,Fiction,The Things They Carried
4.39,"413,439",0553381695,George R.R. Martin,,778,Bantam,"15,896",Nebula Award Nominee for Best Novel (2000),,November 16th 1998,Fantasy,A Clash of Kings
3.78,"87,152",0691096120,Henry David Thoreau,,,Princeton University Press,"2,526",,,1854,Classics,Walden
3.97,"266,240",014131088X,Laurie Halse Anderson,,,Puffin,"13,679",National Book Award Nominee for Young People's Literature (1999),,October 22nd 1999,Young Adult,Speak
3.60,"98,498",0543898083,Kate Chopin,,,Elibron Classics,"4,042",,,1899,Classics,The Awakening
3.87,"130,399",0689841582,Judy Blume,,,Atheneum/Richard Jackson Books,"3,932",,,1970,Young Adult,"Are You There God? It's Me, Margaret"
4.16,"62,080",0679642420,Fyodor Dostoyevsky,,,Modern Library,"2,227",,,1869,Fiction,Идиот
4.19,"128,336",0553381547,Pat Conroy,,,Dial Press Trade Paperback,"2,575",,,1986,Fiction,The Prince of Tides
4.18,"55,678",0679736379,William Styron,,562,Vintage Books,"1,533",,,1976,Fiction,Sophie's Choice
4.33,"43,615",034541005X,Bryce Courtenay,,,Ballantine Books,"3,770",West Australian Young Readers' Book Award (WAYRBA) for Older Readers (1996),,January 1st 1989,Fiction,The Power of One
4.46,"82,804",037582913X,Jon Stone,,,Golden Books,"2,108",,,1971,Childrens,The Monster at the End of This Book
4.50,"38,042",0517053616,William Shakespeare,,,Gramercy,690,,,1623,Classics,The Complete Works of William Shakespeare
4.04,"244,753",0450417395,Stephen King,,,New English Library,"3,826",,,January 1st 1987,Horror,Misery
3.95,"370,513",0441008534,Charlaine Harris,,,Ace Books,"15,109",Anthony Award for Best Paperback Original (2002),,2001,Fantasy,Dead Until Dark
3.94,"127,978",0753454947,Johanna Spyri,,352,Kingfisher,"1,814",,,1880,Childrens,Heidis Lehr- und Wanderjahre
4.19,"304,385",,Jamie McGuire,,,Jamie McGuire,"20,750",Goodreads Choice Nominee for Best Young Adult Fiction (2011),,March 1st 2008,Romance,Beautiful Disaster
3.98,"133,137",0316769029,J.D. Salinger,,,Back Bay Books,"4,075",,,1961,Fiction,Franny and Zooey
3.83,"244,937",0439709105,Cornelia Funke,Inkworld,,Scholastic Paperbacks,"8,429",Italy,"Mythopoeic Fantasy Award Nominee for Children's Literature (2004), Zilveren Griffel (2006), Nene Award (2009), Flicker Tale Children's Book Award (2006), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2004)",2003,Young Adult,"Tintenherz (Tintenwelt, #1)"
4.47,"1,372",,Ki Longfellow,,,Eio Books,139,,,2009,Historical Fiction,"0975925598
(ISBN13: 9780975925591)"
4.10,"217,302",015206396X,Kristin Cashore,Graceling Realm,,Harcourt,"14,941",,"Mythopoeic Fantasy Award for Children's Literature (2009), School Library Journal Best Book of the Year (2008), William C. Morris YA Debut Award Nominee (2009), Rhode Island Teen Book Award Nominee (2011), YALSA Teens' Top Ten (2009)",,Fantasy,Graceling
3.90,"155,814",0060838728,Ann Patchett,,,Harper Perennial,"9,532",,,January 1st 2001,Fiction,Bel Canto
4.16,"197,289",0060557818,Neil Gaiman,,,William Morrow Paperbacks,"10,237",Mythopoeic Fantasy Award Nominee for Adult Literature (1998),,1996,Fantasy,Neverwhere
3.83,"102,775",1857993284,Jostein Gaarder,,,Phoenix,"5,235",Premio Bancarella (1995),,1991,Fiction,Sofies Verden
4.05,"211,828",0553803719,Isaac Asimov,,,Spectra,"4,002",,,1951,Science Fiction,Foundation
4.29,"99,454",006441034X,Diana Wynne Jones,,,Greenwillow Books,"5,674",Phoenix Award (Children's Literature Association) (2006),,1986,Fantasy,Howl's Moving Castle
3.98,"218,871",0060764902,C.S. Lewis,,,HarperCollins Publishers,"5,848",,,1955,Fantasy,The Magician's Nephew
3.90,"77,841",0451529170,George Eliot,,,Signet,"3,623",,,1872,Classics,Middlemarch
3.71,"570,229",014028009X,Helen Fielding,,,Penguin Books,"6,262",British Book of the Year (1998),,1996,Womens Fiction,Bridget Jones's Diary
4.38,"139,289",0451933028,Stephen King,,592,Penguin Signet,"3,271",Bram Stoker Award for Best Novel (1996),,1996,Fiction,The Green Mile
3.58,"78,601",0142437344,James Joyce,,,Penguin Classics,"2,885",,,1916,Classics,A Portrait of the Artist as a Young Man
3.78,"146,879",0802142842,Charles Frazier,,,Grove Press,"4,009",,,January 1st 1994,Fiction,Cold Mountain
4.23,"159,708",0375508414,Fannie Flagg,,,Random House,"3,036",,,1987,Fiction,Fried Green Tomatoes at the Whistle Stop Cafe
3.56,"157,947",0385474547,Chinua Achebe,,,Anchor Books,"6,734",,,1958,Classics,Things Fall Apart
3.83,"204,551",,H.G. Wells,,,Signet Classics,"4,603",,,1895,Classics,"0451528557
(ISBN13: 9780451528551)"
4.17,"143,615",076790818X,Bill Bryson,,,Broadway Books,"6,558",,,2003,Science,A Short History of Nearly Everything
4.54,"18,512",0140259449,Jane Austen,,,Penguin,582,,,1933,Classics,Complete Novels
4.37,"30,475",,Anonymous,,,,"2,114",,,,Religion,القرآن‎
4.00,"297,478",0385534639,Erin Morgenstern,,387,Doubleday,"38,724",Locus Award for Best First Novel (2012),,2010,Fantasy,The Night Circus
4.02,"133,599",0375704027,Haruki Murakami,,,Vintage Books,"7,412",,,1987,Asian Literature,ノルウェイの森 [Noruwei no mori]
3.76,"104,386",0151009988,Virginia Woolf,,,Houghton Mifflin Harcourt,"4,000",,,1925,Classics,Mrs. Dalloway
3.53,"136,738",0141439491,Jonathan Swift,,,Penguin Classics,"2,720",,,1726,Classics,"Travels into Several Remote Nations of the World in Four Parts by Lemuel Gulliver, First a Surgeon & then a Captain of Several Ships"
3.98,"334,389",0446528056,Nicholas Sparks,,,Warner Books,"9,403",,,2006,Romance,Dear John
4.05,"107,178",1400031702,Donna Tartt,,,Vintage,"7,625",,,1992,Fiction,The Secret History
4.23,"177,253",0451216954,J.R. Ward,Black Dagger Brotherhood,,Penguin Group (USA),"8,632","Caldwell, New York","All About Romance (AAR) Annual Reader Poll for Best Alt Reality/Paranormal (2006), Romantic Times Reviewers' Choice Award (RT Award) Nominee for Vampire Romance (2005), DABWAHA Romance Tournament for Best Paranormal: Vampires, Werewolves, and the Supernatural (2006)",2005,Paranormal,Dark Lover
3.97,"486,270",0385338600,John Grisham,Jake Brigance,,Dell,"3,237",United States,,1989,Fiction,A Time to Kill
4.16,"123,586",0312282990,Michael Chabon,,,Picador USA,"7,551",Pulitzer Prize for Fiction (2001),,September 19th 2000,Fiction,The Amazing Adventures of Kavalier & Clay
3.54,"130,330",0743253973,John Knowles,,,Scribner,"4,336",,,1959,Classics,A Separate Peace
3.73,"80,905",,William Faulkner,,,Vintage,"4,011",,,1930,Classics,As I Lay Dying
4.16,"257,881",1554681723,Garth Stein,,,Harper Collins,"26,125",,,June 1st 2006,Fiction,The Art of Racing in the Rain
3.93,"467,453",1612130585,E.L. James,,532,The Writer's Coffee Shop Publishing House,"24,275","Seattle, Washington",,September 13th 2011,Romance,Fifty Shades Darker
4.10,"179,657",1416989439,Becca Fitzpatrick,,427,Simon & Schuster Books for Young Readers,"8,352","Coldwater, Maine",Goodreads Choice Nominee for Goodreads Author (2010),January 1st 2010,Young Adult,Crescendo
3.77,"325,622",0316042676,Kami Garcia,Caster Chronicles,,"Little, Brown and Company","18,418","Gatlin, South Carolina","William C. Morris YA Debut Award Nominee (2010), YALSA Teens' Top Ten (2010), Goodreads Choice Nominee for Young Adult Fiction (2009)",2009,Young Adult,Beautiful Creatures
4.24,"154,611",1401207928,Alan Moore,,,Vertigo,"2,805",United Kingdom,Prometheus Hall of Fame Award (2006),March 1982,Sequential Art,V for Vendetta
3.59,"189,821",031253275X,Alyson Noel,The Immortals,301,St. Martin's Griffin,"8,216","Laguna Beach, California","Abraham Lincoln Award Nominee (2011), Goodreads Choice Nominee for Favorite Book & Young Adult Series (2009)",2009,Young Adult,Evermore
4.12,"121,589",1400079276,Haruki Murakami,,,Vintage,"8,032",,,2002,Fiction,海辺のカフカ [Umibe no Kafuka]
3.73,"112,448",0060589469,Robert M. Pirsig,,,HarperTorch,"4,808",,,1974,Non Fiction,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values
3.73,"78,427",1583485090,Willa Cather,,,New Millennium Library,"4,592",,,1918,Classics,My Ántonia
3.76,"163,699",1416914633,Beatrice Sparks,,,Simon Pulse,"7,172",,,1971,Young Adult,Go Ask Alice
4.14,"165,490",0590032496,Roald Dahl,,,Scholastic Inc.,"3,542",,,1983,Childrens,The Witches
4.14,"176,237",0553212281,Edgar Allan Poe,,,Bantam Classics,914,,,1843,Classics,The Tell-Tale Heart
3.79,"224,265",1400078776,Kazuo Ishiguro,,,Vintage Books,"16,007",,,2005,Fiction,Never Let Me Go
3.79,"160,458",0141439807,Jane Austen,,507,Penguin Classics,"5,156",,,1814,Romance,Mansfield Park
4.04,"191,683",0061142026,Neil Gaiman,,,William Morrow Paperbacks,"9,099",,,1998,Fiction,Stardust
4.08,"279,052",0440227534,Lois Lowry,,,Laurel Leaf,"7,514",,,1989,Fiction,Number the Stars
3.93,"212,601",0375840400,Christopher Paolini,,,Knopf Books for Young Readers,"6,731",West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2006),,August 23rd 2005,Fantasy,Eldest
